X.1,X,file,dataset,genotype,plant,px_cm,base_x,base_y,tip_x,tip_y,L_x,L_y,R_x,R_y,M_x,M_y,PC1,PC2,width,length,area,solidity,asymmetry,circ,ar,number_seeds,see_weight_mg,lateral_shoots,left_angle,right_angle,paper_genotype,seeds_per_fruit,seed_weight_fruit
0,0,14.2_15_16_set5_rep1_fruit1.jpg,16,14.2,as,300,486,149,33.5,131.5,40,246,58.5,23.5,144.5,122.5,-0.110561717,0.102699528617174,1.1445885500216464,1.3514179125096386,0.8770613104615173,0.9126363889585576,0.20705587216275,0.5698924400471805,0.8469538100883234,444,62.9,7,45.128178263823536,53.65504591474011,NY_09,14.8,2.0966666666666667
1,1,14.2_15_16_set5_rep1_fruit10.jpg,16,14.2,as,300,486,195,48.5,158.5,42,293,77.5,29.5,184.5,163.5,-0.126214156,0.029892628,1.1405936357949216,1.375760265320224,0.8889392906894606,0.9217196652233788,0.059829391,0.5698348837839289,0.8430380735759133,444,62.9,7,44.36919519863005,49.286859491180984,NY_09,14.8,2.0966666666666667
2,2,14.2_15_16_set5_rep1_fruit2.jpg,16,14.2,as,300,484,159,36.5,157.5,48,297,55.5,31.5,181.5,161.5,-0.138119554,0.057347979,1.132318411701434,1.3337829995428585,0.8672329924974171,0.9159733178556028,0.1095571635318849,0.5767046161606302,0.8478815443563191,444,62.9,7,47.00615554944317,44.31500123741106,NY_09,14.8,2.0966666666666667
3,3,14.2_15_16_set5_rep1_fruit3.jpg,16,14.2,as,300,483,151,41.5,125.5,43,236,55.5,30.5,155.5,132.5,-0.124250996,0.080596761,1.1706436416776491,1.2938825985352844,0.8584192445200358,0.915772303620318,0.1721911103452628,0.5753356729857907,0.8982952122247725,444,62.9,7,46.12780623021615,42.05351614925297,NY_09,14.8,2.0966666666666667
4,4,14.2_15_16_set5_rep1_fruit4.jpg,16,14.2,as,300,487,156,32.5,150.5,53,284,50.5,33.5,171.5,146.5,-0.041348518,0.0372009066872107,1.156981796704122,1.4689533340176888,0.9254431092529032,0.8822344415718275,0.1147189413227478,0.5254407782283811,0.7863984537293993,444,62.9,7,47.59629429115807,44.69027707566209,NY_09,14.8,2.0966666666666667
5,5,14.2_15_16_set5_rep1_fruit5.jpg,16,14.2,as,300,480,159,36.5,160.5,45,281,45.5,30.5,174.5,156.5,-0.160491036,0.034862198,1.138932197165975,1.278013977207059,0.8103300388190036,0.9042472040837836,0.089466578,0.5697952360684758,0.8872956273705944,444,62.9,7,42.21199360515851,45.98624547099829,NY_09,14.8,2.0966666666666667
6,6,14.2_15_16_set5_rep1_fruit6.jpg,16,14.2,as,300,482,126,37.5,134.5,42,239,58.5,31.5,159.5,138.5,-0.091629095,0.066300349,1.1375851600466576,1.3416730429738886,0.8413236887949118,0.8975919768243129,0.1335113909106289,0.5773832495928665,0.8579581134990453,444,62.9,7,42.41888192213963,44.77442723036595,NY_09,14.8,2.0966666666666667
7,7,14.2_15_16_set5_rep1_fruit7.jpg,16,14.2,as,300,486,177,40.5,205.5,63,347,49.5,39.5,206.5,181.5,-0.08363175,-0.034035483,1.1397883838707144,1.3957092187183149,0.8709634254925867,0.898305584,0.0108633069223103,0.5653673277188876,0.8113885822530726,444,62.9,7,40.84571681391113,50.35475997711541,NY_09,14.8,2.0966666666666667
8,8,14.2_15_16_set5_rep1_fruit8.jpg,16,14.2,as,300,479,130,48.5,143.5,49,261,40.5,33.5,178.5,132.5,-0.139413602,0.081416314,1.1398996762734568,1.2246779385470796,0.7945230155477603,0.9126538882196372,0.1506380359985264,0.5677068221337234,0.9216565348496902,444,62.9,7,39.94134100157123,40.49191154363562,NY_09,14.8,2.0966666666666667
9,9,14.2_15_16_set5_rep1_fruit9.jpg,16,14.2,as,300,484,159,43.5,169.5,58,307,48.5,35.5,187.5,142.5,-0.138704171,-0.007924813,1.142416427279232,1.3131443288728573,0.8702207682253018,0.9199092661002402,0.0119951040350974,0.572583462,0.8554326434888472,444,62.9,7,41.169319298283654,48.20816241697625,NY_09,14.8,2.0966666666666667
10,10,14.2_15_16_set5_rep3_fruit1.jpg,16,14.2,at,300,408,187,31.5,185.5,42,352,54.5,38.5,169.5,176.5,-0.082672611,-0.032753952,1.133491879,1.3302170912100926,0.8768367580422982,0.9245378592247436,0.007302224,0.6104658809499809,0.8355941900177465,482,48.3,8,50.27035812340086,53.92582590689525,NY_09,16.066666666666666,1.6099999999999999
11,11,14.2_15_16_set5_rep3_fruit10.jpg,16,14.2,at,300,482,177,56.5,152.5,35,283,81.5,33.5,202.5,155.5,-0.123417354,0.030042998,1.1500808035550791,1.3140460354953514,0.8822136186244904,0.9144624452593978,0.0544427046896541,0.5845695056134921,0.8756604716370745,482,48.3,8,38.455319085851094,44.05863888389457,NY_09,16.066666666666666,1.6099999999999999
12,12,14.2_15_16_set5_rep3_fruit2.jpg,16,14.2,at,300,486,171,38.5,174.5,49,314,47.5,37.5,182.5,163.5,-0.098940075,-0.01688124,1.1393278557759152,1.313738227785127,0.8481935767142375,0.9258813852340636,0.007259088,0.5964333059791492,0.8581858200209124,482,48.3,8,44.057311979277905,47.393343423706405,NY_09,16.066666666666666,1.6099999999999999
13,13,14.2_15_16_set5_rep3_fruit3.jpg,16,14.2,at,300,483,128,42.5,123.5,41,223,41.5,28.5,159.5,125.5,-0.131480715,0.076435447,1.1299122366285186,1.28371375635273,0.8333385854865014,0.9137224126073328,0.1195463864973097,0.5618363420851543,0.8866597129524015,482,48.3,8,40.426348621302694,38.44204409026714,NY_09,16.066666666666666,1.6099999999999999
14,14,14.2_15_16_set5_rep3_fruit4.jpg,16,14.2,at,300,484,139,44.5,133.5,48,243,45.5,32.5,161.5,130.5,-0.096694871,0.0620449744993146,1.1556573619637525,1.328704096609942,0.8830419178709299,0.9141938101140984,0.0996568,0.568390206,0.8739766618168929,482,48.3,8,43.27767979184216,41.660846751355365,NY_09,16.066666666666666,1.6099999999999999
15,15,14.2_15_16_set5_rep3_fruit5.jpg,16,14.2,at,300,484,139,36.5,142.5,43,247,44.5,34.5,180.5,137.5,-0.123057845,0.05978559555252,1.146475348210661,1.296343513159557,0.8752465023975766,0.9294329226025564,0.095519422,0.6108579902289151,0.8877560989014369,482,48.3,8,36.543903215734424,39.12721245211298,NY_09,16.066666666666666,1.6099999999999999
16,16,14.2_15_16_set5_rep3_fruit6.jpg,16,14.2,at,300,484,149,41.5,136.5,55,257,44.5,34.5,174.5,118.5,-0.118922746,0.090158331,1.1247756559860005,1.3235418560097765,0.8888042331617996,0.9228969644350392,0.1542370895946886,0.5633907845771917,0.8493013090076745,482,48.3,8,41.504367767123625,40.57616465633249,NY_09,16.066666666666666,1.6099999999999999
17,17,14.2_15_16_set5_rep3_fruit7.jpg,16,14.2,at,300,486,150,46.5,139.5,41,258,52.5,37.5,168.5,135.5,-0.141128831,0.0500528670857095,1.1558849396470867,1.2897341639838371,0.8686302409649862,0.9013469403979052,0.1012449295289472,0.5925964102191197,0.8975288465960682,482,48.3,8,41.976359714539534,42.06992348425488,NY_09,16.066666666666666,1.6099999999999999
18,18,14.2_15_16_set5_rep3_fruit8.jpg,16,14.2,at,300,481,147,37.5,138.5,39,241,61.5,30.5,152.5,133.5,-0.088844861,0.077231004,1.140200236119342,1.348402510991647,0.8907864833155088,0.9214850764818552,0.121389315758202,0.5750701419906159,0.8463063301403542,482,48.3,8,40.95528757293369,51.02911209054911,NY_09,16.066666666666666,1.6099999999999999
19,19,14.2_15_16_set5_rep3_fruit9.jpg,16,14.2,at,300,478,150,37.5,145.5,42,259,42.5,36.5,160.5,136.5,-0.097412389,0.038983274,1.150927943344802,1.3771170733142128,0.8916897743597829,0.904948757357084,0.1123970607736505,0.568295642,0.8310285054791613,482,48.3,8,41.76596386081808,44.46477919407487,NY_09,16.066666666666666,1.6099999999999999
20,20,14.2_17_30_set3_rep1_fruit1.jpg,30,14.2,bb,500,482,162,33.5,128.5,119,212,130.5,85.5,250.5,135.5,0.0603697087722077,0.1574484373748643,0.4668707751381877,0.905963529,0.2769293759698872,0.934265225007378,0.0190384182359219,0.6170720601166921,0.5118803428487791,0,0,4,32.036273887069854,20.77225468204584,NY_09,0,0
21,21,14.2_17_30_set3_rep1_fruit2.jpg,30,14.2,bb,500,482,148,28.5,126.5,131,204,126.5,81.5,257.5,129.5,0.072385696,0.1719499275798153,0.4679777760974976,0.9120996486346294,0.2969921423474053,0.9487171147360044,0.0102245173742391,0.6555377293078302,0.5066258765230027,0,0,4,31.245783519167738,19.372894281378688,NY_09,0,0
22,22,14.2_17_30_set3_rep1_fruit3.jpg,30,14.2,bb,500,34,152,484.5,168.5,368,54,364.5,253.5,220.5,166.5,0.0194305125876472,0.1866849029298617,0.5554242204682959,0.9130455117670612,0.3602327159510068,0.936390607,0.007860336,0.6811818360387647,0.6012860447724907,0,0,4,37.767246370325225,30.704921804839444,NY_09,0,0
23,23,14.2_17_30_set3_rep1_fruit4.jpg,30,14.2,bb,500,30,136,484.5,151.5,367,54,370.5,205.5,229.5,135.5,0.0486678237295295,0.1870094198155572,0.4819232043650474,0.91023503602709,0.313038228961199,0.9329373848269504,0.006003048,0.6431033425010878,0.5230003079992072,0,0,4,34.246701291707524,22.811956911945224,NY_09,0,0
24,24,14.2_17_30_set3_rep2_fruit1.jpg,30,14.2,bc,500,44,149,483.5,158.5,368,65,372.5,232.5,230.5,160.5,0.039038556,0.1862592427688079,0.5194229459568714,0.9075259612723516,0.3318243251705048,0.9395282685172291,0.007238713,0.6906219006474429,0.577850222,0,0,5,34.32881404945886,27.339855821437936,NY_09,0,0
25,25,14.2_17_30_set3_rep2_fruit2.jpg,30,14.2,bc,500,44,120,480.5,137.5,354,48,359.5,204.5,220.5,132.5,0.070440715,0.189024252054479,0.4634358426070962,0.90889268287832925,0.2868295287964129,0.9131050961391084,0.0102342328625054,0.6125834054549755,0.5047736316978881,0,0,5,33.43383125314374,26.281800523560243,NY_09,0,0
26,26,14.2_17_30_set3_rep2_fruit3.jpg,30,14.2,bc,500,29,148,476.5,162.5,364,73,365.5,228.5,230.5,150.5,0.038023952,0.1916042415076412,0.5212488474507257,0.9094062309742946,0.322991141,0.939330389,0.0194485925979194,0.6956813410491739,0.5862537542677982,0,0,5,32.92891074426762,27.2256650618958,NY_09,0,0
27,27,14.2_17_30_set3_rep2_fruit4.jpg,30,14.2,bc,500,36,143,480.5,134.5,346,47,363.5,206.5,226.5,123.5,0.070433943,0.1948651483181141,0.4633170450757323,0.9236565710742974,0.2909094385707806,0.9397231769409456,0.0123537254411538,0.6295971791359741,0.4995161198908811,0,0,5,35.10580916376309,28.729369310821905,NY_09,0,0
28,28,14.2_17_30_set3_rep2_fruit5.jpg,30,14.2,bc,500,483,164,34.5,148.5,157,250,150.5,69.5,253.5,139.5,0.0205920059258792,0.1454248068931075,0.5279219028739438,0.9100964807881672,0.3097254260180602,0.9499316567008927,0.007626159,0.7268027230838748,0.5824410416725208,0,0,5,46.51588771025712,36.55378099637685,NY_09,0,0
29,29,14.2_17_30_set3_rep2_fruit6.jpg,30,14.2,bc,500,57,179,481.5,152.5,384,62,374.5,253.5,238.5,169.5,0.0127610675306398,0.1742032093233525,0.5612258091189352,0.9181605911377232,0.3483768383902319,0.9404064716325388,0.009251223,0.6535738010712221,0.6198178747794711,0,0,5,32.45633402200242,35.70325624961553,NY_09,0,0
30,30,2.16_15_16_set5_rep2_fruit1.jpg,16,2.16,au,300,481,115,47.5,121.5,49,214,40.5,26.5,158.5,118.5,-0.048896633,0.081989975,1.1123421007525642,1.527612806146491,0.961427828572944,0.9237034389785276,0.1317004225849777,0.5450570038488524,0.7316130810083248,630,50.6,10,39.545025916918625,39.49031104909688,NY_63,21,1.6866666666666668
31,31,2.16_15_16_set5_rep2_fruit10.jpg,16,2.16,au,300,487,149,54.5,153.5,39,273,53.5,33.5,187.5,142.5,-0.041867938,0.007646782,1.0989403920726624,1.5258451850391594,0.9939573868723102,0.922955419,0.041636464,0.5517418752013816,0.7214516181919023,630,50.6,10,36.58062619470652,43.85402630265027,NY_63,21,1.6866666666666668
32,32,2.16_15_16_set5_rep2_fruit2.jpg,16,2.16,au,300,485,146,30.5,155.5,37,279,40.5,32.5,168.5,130.5,0.004412003,-0.015626491,0.9470975995533576,1.522200006344472,0.9335233569359928,0.920975216700414,0.007152746,0.56720657,0.6112909621703944,630,50.6,10,38.20610156952143,47.70687737034328,NY_63,21,1.6866666666666668
33,33,2.16_15_16_set5_rep2_fruit3.jpg,16,2.16,au,300,487,155,49.5,152.5,46,260,42.5,33.5,174.5,131.5,-0.044523773,-0.039300202,1.029530367386933,1.5271095037067786,0.9003636085271296,0.9121121963696652,0.0115734339594312,0.5019792609021809,0.6681300161168764,630,50.6,10,35.46336424154059,46.1277240258587,NY_63,21,1.6866666666666668
34,34,2.16_15_16_set5_rep2_fruit4.jpg,16,2.16,au,300,476,133,46.5,136.5,53,240,42.5,29.5,182.5,119.5,-0.048092556,-0.03680213,0.9960596228383264,1.5237318470917525,0.8786771310657002,0.9201937001635876,0.0101457909498623,0.5156019783397487,0.6418255979995277,630,50.6,10,35.81322596033965,39.860242621009384,NY_63,21,1.6866666666666668
35,35,2.16_15_16_set5_rep2_fruit5.jpg,16,2.16,au,300,482,139,52.5,137.5,40,246,43.5,34.5,165.5,131.5,0.11498898069992711,-0.058636273,0.817695182,1.5159036394383485,0.6049655237073424,0.8680864428364561,0.003823662,0.4610061093622941,0.535225146,630,50.6,10,39.33638040329102,41.52697653963907,NY_63,21,1.6866666666666668
36,36,2.16_15_16_set5_rep2_fruit6.jpg,16,2.16,au,300,486,141,51.5,133.5,38,244,65.5,28.5,178.5,136.5,-0.044488024,0.07851584,1.1039488503639632,1.5280965353192997,0.98153624799999994,0.9253781182437312,0.1428818659011108,0.5775039553193748,0.7219055420921615,630,50.6,10,38.77368217688944,42.350744548203195,NY_63,21,1.6866666666666668
37,37,2.16_15_16_set5_rep2_fruit7.jpg,16,2.16,au,300,480,198,56.5,160.5,39,275,67.5,38.5,199.5,144.5,0.0295806465063568,-0.018869669,0.884837876,1.5094858596798242,0.7448300482639567,0.9094462765246196,0.1032521766117163,0.5318667514376366,0.570871151,630,50.6,10,32.72984822745927,45.14968384397123,NY_63,21,1.6866666666666668
38,38,2.16_15_16_set5_rep2_fruit8.jpg,16,2.16,au,300,483,136,45.5,135.5,44,257,46.5,29.5,173.5,137.5,-0.070032204,0.077693626,1.1137998698675928,1.5406883925045127,0.9979326714939774,0.926052014179184,0.1433232728035318,0.558379884,0.7188554260232412,630,50.6,10,43.59537428841909,39.48245604810468,NY_63,21,1.6866666666666668
39,39,2.16_15_16_set5_rep2_fruit9.jpg,16,2.16,au,300,478,153,49.5,161.5,46,291,51.5,38.5,196.5,136.5,-0.142772768,0.0477435,1.143301138532647,1.375174830483794,0.9180370321395692,0.9149413281803344,0.1017830037343083,0.5460277846616984,0.8279652094818569,630,50.6,10,36.099543516220045,43.705102337059195,NY_63,21,1.6866666666666668
40,40,20.295_15_16_set5_rep2_fruit1.jpg,16,20.295,av,300,483,135,55.5,131.5,36,227,42.5,28.5,140.5,113.5,-0.146798129,0.056108086,1.140412815517076,1.2661667964167391,0.8099080436623076,0.9004268244286192,0.1165700688030364,0.5347045615880224,0.9151713079793852,765,232.9,1,35.40749534277035,52.89321825021609,NY_30,25.5,7.763333333333334
41,41,20.295_15_16_set5_rep2_fruit10.jpg,16,20.295,av,300,484,148,57.5,137.5,44,261,45.5,30.5,157.5,140.5,0.2085220937247177,-0.067081249,0.7361742961132623,1.502010364603196,0.4405664181873465,0.6837066648662968,0.0357743747965311,0.2905617522673673,0.4840888161230819,765,232.9,1,48.43182331902127,42.765477768579714,NY_30,25.5,7.763333333333334
42,42,20.295_15_16_set5_rep2_fruit2.jpg,16,20.295,av,300,483,151,52.5,145.5,38,271,44.5,35.5,164.5,143.5,0.1843348906204585,-0.079268369,0.8231051476842258,1.498453097474688,0.4929770679264535,0.7221646111933924,0.007515391,0.3458175306483384,0.547727649,765,232.9,1,44.20254258096622,43.01024268448449,NY_30,25.5,7.763333333333334
43,43,20.295_15_16_set5_rep2_fruit3.jpg,16,20.295,av,300,482,154,49.5,156.5,47,285,38.5,38.5,193.5,139.5,-0.156596147,-0.02142849,1.134421396260724,1.3615158135068524,0.8544345280407128,0.9032131601492512,0.006403887,0.5503150743796633,0.8223902705783397,765,232.9,1,38.07086101724647,39.82170589488801,NY_30,25.5,7.763333333333334
44,44,20.295_15_16_set5_rep2_fruit4.jpg,16,20.295,av,300,480,168,72.5,166.5,46,311,48.5,36.5,215.5,163.5,0.106388977738362,-0.102200373,0.8289758954038624,1.5164224272714817,0.5097141763743522,0.758244375,0.06642668,0.3473479414742892,0.5396337471047725,765,232.9,1,39.828169284649704,38.454061028344,NY_30,25.5,7.763333333333334
45,45,20.295_15_16_set5_rep2_fruit5.jpg,16,20.295,av,300,450,205,70.5,195.5,40,351,42.5,44.5,203.5,196.5,-0.023477029,-0.034784913,0.9776935632741366,1.5253344344937874,0.9132297655053564,0.9056810429952252,0.033145742,0.5516977287342808,0.6368004321609027,765,232.9,1,43.809641303355214,42.92218412173263,NY_30,25.5,7.763333333333334
46,46,20.295_15_16_set5_rep2_fruit6.jpg,16,20.295,av,300,483,148,52.5,135.5,48,251,42.5,27.5,162.5,128.5,-0.041166832,0.0199525412448451,0.975034186,1.4714480619411625,0.8734902530218136,0.9167784234112126,0.0503416013691178,0.5515232021688293,0.6487418771009621,765,232.9,1,43.29211543701713,43.72738649552661,NY_30,25.5,7.763333333333334
47,47,20.295_15_16_set5_rep2_fruit7.jpg,16,20.295,av,300,487,149,49.5,139.5,49,264,40.5,30.5,149.5,143.5,-0.060989365,-0.036826863,0.95499733924941,1.5264566369786468,0.8419545661708199,0.9000478278657252,0.0105706781376077,0.5453286042647423,0.6172928900127211,765,232.9,1,52.46166246064102,43.7416346489272,NY_30,25.5,7.763333333333334
48,48,20.295_15_16_set5_rep2_fruit8.jpg,16,20.295,av,300,483,146,55.5,134.5,43,245,54.5,37.5,149.5,131.5,-0.124623548,0.075691066,1.1699287748615437,1.351968838257072,0.8789377753626866,0.8896157832901086,0.1633582243755693,0.5280559361900298,0.8676257005996278,765,232.9,1,44.99446444332789,46.52481880059087,NY_30,25.5,7.763333333333334
49,49,20.295_15_16_set5_rep2_fruit9.jpg,16,20.295,av,300,481,169,58.5,174.5,43,323,38.5,37.5,186.5,173.5,0.1615438333195741,-0.06822055,0.7835934631651935,1.5121022106331246,0.5567182793128325,0.823374502,0.097596472,0.411547116285911,0.5013517989504561,765,232.9,1,45.725514280448685,43.02810495420421,NY_30,25.5,7.763333333333334
50,50,20.295_15_16_set5_rep3_fruit1.jpg,16,20.295,aw,300,480,177,54.5,198.5,44,347,47.5,29.5,206.5,177.5,-0.098213675,-0.004815701,1.1311252143337989,1.531895841472148,1.0760366767638878,0.9236412104102292,0.1044386229499694,0.6164499903403816,0.7313330775444898,159,16.5,7,38.341796207156385,50.814003002488185,NY_30,5.3,0.55
51,51,20.295_15_16_set5_rep3_fruit10.jpg,16,20.295,aw,300,475,137,53.5,158.5,48.5,295.5,41.5,23.5,190.5,148.5,-0.162325822,0.072926179,1.139324846318341,1.4357288289479844,1.0123152741024768,0.9046140067133654,0.1338238471100078,0.605636538,0.7885470388182404,159,16.5,7,41.81640768309836,44.168937338961356,NY_30,5.3,0.55
52,52,20.295_15_16_set5_rep3_fruit2.jpg,16,20.295,aw,300,481,164,55.5,159.5,47,296,60.5,29.5,201.5,160.5,-0.189318225,0.053476607,1.1381092345282675,1.3837035628289616,0.9971288859681592,0.9328748139781152,0.070121555,0.6256505301753732,0.8262553582157249,159,16.5,7,41.64392666298762,42.502055101803094,NY_30,5.3,0.55
53,53,20.295_15_16_set5_rep3_fruit3.jpg,16,20.295,aw,300,483,156,73.5,166.5,38,292,72.5,29.5,195.5,182.5,-0.06320423,-0.036897484,0.9893922228575388,1.504105530978406,0.8702991468141335,0.90058456050262925,0.017808277,0.5424782493772413,0.6501079461318512,159,16.5,7,42.28005732656468,43.73188872509946,NY_30,5.3,0.55
54,54,20.295_15_16_set5_rep3_fruit4.jpg,16,20.295,aw,300,485,149,43.5,165.5,46,303,40.5,25.5,187.5,146.5,-0.133332761,-0.021226864,1.1411968447393557,1.3943035661824252,0.9655406430223366,0.9115239415625508,0.004109167,0.5983757784933963,0.8035759769582815,159,16.5,7,40.36514201272869,46.97523693822965,NY_30,5.3,0.55
55,55,20.295_15_16_set5_rep3_fruit5.jpg,16,20.295,aw,300,483,182,80.5,178.5,37,317,66.5,34.5,202.5,172.5,-0.101589166,0.0301762186195571,1.1092020707071553,1.5241363818397664,1.0780994384315363,0.9192025578011864,0.049450812,0.6302458807749111,0.7301643222696946,159,16.5,7,38.309037120302364,48.233766625708334,NY_30,5.3,0.55
56,56,20.295_15_16_set5_rep3_fruit6.jpg,16,20.295,aw,300,484,156,59.5,149.5,35,275,67.5,23.5,190.5,150.5,-0.097011992,0.05615916,1.150467360128613,1.5163187653478023,1.0939619735328314,0.9171916417945716,0.097591496,0.5869524313832569,0.7600929197296261,159,16.5,7,39.1196322457105,45.479290388864555,NY_30,5.3,0.55
57,57,20.295_15_16_set5_rep3_fruit7.jpg,16,20.295,aw,300,481,178,54.5,178.5,43,333,49.5,33.5,192.5,174.5,-0.117830116,-0.02352444,1.1463461861223938,1.5120850149407177,1.019967913644237,0.9031440878030702,0.0107636310639985,0.6021357684091967,0.7387139723028624,159,16.5,7,45.01346868322938,46.25679763392406,NY_30,5.3,0.55
58,58,20.295_15_16_set5_rep3_fruit8.jpg,16,20.295,aw,300,482,153,55.5,160.5,38,298,59.5,28.5,180.5,158.5,-0.121238924,-0.005143435,1.143725264530655,1.499262346443305,1.0178714083101212,0.9160299083983304,0.0123363669180426,0.6367025549131706,0.762178179,159,16.5,7,43.47383916693951,47.97020481989628,NY_30,5.3,0.55
59,59,20.295_15_16_set5_rep3_fruit9.jpg,16,20.295,aw,300,471,189,63.5,186.5,49.5,358.5,40.5,32.5,211.5,178.5,-0.147867074,0.0124057327456121,1.133431271893007,1.473845376688482,1.0562365477646978,0.9198137857011174,0.0303179,0.6240741065425413,0.7735740787870192,159,16.5,7,44.91872944526624,43.58479658543719,NY_30,5.3,0.55
60,60,20295_15_16_set3_rep3_fruit1.jpg,16,20.295,ai,300,485,119,58.5,132.5,52,235,40.5,25.5,175.5,116.5,0.2216877651481165,-0.058765666,0.7603475556792146,1.5085877617422176,0.4356487151745334,0.7358724884327057,0.003674865,0.3279125079332641,0.5036678728083748,504,60,5,36.02935335263883,41.76990633584324,NY_30,16.8,2
61,61,20295_15_16_set3_rep3_fruit3.jpg,16,20.295,ai,300,484,147,59.5,141.5,45,275,54.5,23.5,168.5,138.5,0.1894646866703995,-0.093764495,0.8653732572841455,1.506077803319298,0.4675204420260606,0.6571795601985615,0.006928998,0.3273723866014241,0.5671618017366139,504,60,5,46.285855170928016,46.826748375381285,NY_30,16.8,2
62,62,20295_15_16_set3_rep3_fruit4.jpg,16,20.295,ai,300,481,185,73.5,157.5,39,317,77.5,36.5,214.5,169.5,0.0173574054929846,-0.069222503,1.017147944796839,1.4820892474723435,0.6990421721060365,0.8344373860339698,0.009767631,0.4499008181823276,0.6736802249073651,504,60,5,44.91008320280974,39.28672129068588,NY_30,16.8,2
63,63,20295_15_16_set3_rep3_fruit5.jpg,16,20.295,ai,300,479,134,98.5,133.5,30,256,104.5,25.5,237.5,183.5,0.1695904689116085,-0.01277826,0.8547944590334267,1.5259855070879922,0.6022879672540746,0.6596544021311121,0.097977007,0.3478503110421864,0.5664877605887321,504,60,5,39.04357034777658,30.125982517573156,NY_30,16.8,2
64,64,20295_15_16_set3_rep3_fruit6.jpg,16,20.295,ai,300,459,170,77.5,186.5,44,354,37.5,25.5,239.5,178.5,-0.103279592,-0.083327978,1.1307099918951649,1.4578447133696193,0.8502007958301299,0.8482155716971276,0.0115001571474091,0.5166075564026911,0.7524239969859751,504,60,5,39.08714100338215,39.96834985407461,NY_30,16.8,2
65,65,20295_8_20_set4_rep3_fruit1.jpg,20,20.295,aj,300,483,182,85.5,150.5,35,256,63.5,26.5,212.5,146.5,0.025081896,-0.028507996,0.8708929333628382,1.4890333523459127,0.8237665083579344,0.916910577008666,0.003581401,0.5818046433044846,0.5814469773891132,724,80,8,29.866499166328733,40.65089096500384,NY_30,24.133333333333333,2.6666666666666665
66,66,20295_8_20_set4_rep3_fruit10.jpg,20,20.295,aj,300,487,141,50.5,119.5,37,217,63.5,24.5,179.5,126.5,0.1671853985845072,-0.04652026,0.7454869895368547,1.5045519215661711,0.526315744,0.817416321,0.005742387,0.4101806799020432,0.4904128007871979,724,80,8,35.525155993694845,38.2194733835539,NY_30,24.133333333333333,2.6666666666666665
67,67,20295_8_20_set4_rep3_fruit2.jpg,20,20.295,aj,300,485,150,51.5,136.5,54,238,41.5,28.5,186.5,127.5,0.1438405034140253,-0.025048289,0.7617065434328797,1.5376335602666704,0.6120190924519413,0.8782813863155523,0.008242164,0.4546491073593928,0.5036848764106533,724,80,8,36.012756286503034,38.137719151594546,NY_30,24.133333333333333,2.6666666666666665
68,68,20295_8_20_set4_rep3_fruit3.jpg,20,20.295,aj,300,484,150,38.5,148.5,39,256,53.5,29.5,171.5,135.5,0.1488449393756695,-0.071666036,0.8193170190007146,1.5134241470844636,0.5886037128790278,0.8429416337447609,0.00850025,0.4194536755886363,0.5376932703730686,724,80,8,36.701843020236744,47.51612025540518,NY_30,24.133333333333333,2.6666666666666665
69,69,20295_8_20_set4_rep3_fruit4.jpg,20,20.295,aj,300,486,137,36.5,133.5,44,243,42.5,26.5,171.5,120.5,0.1198353628014742,-0.03285371,0.7959411684961942,1.5132017428994828,0.6235304664293011,0.8766786190077551,0.005252187,0.4514362714227637,0.5247972135250059,724,80,8,38.35382569162299,41.58056768653964,NY_30,24.133333333333333,2.6666666666666665
70,70,20295_8_20_set4_rep3_fruit5.jpg,20,20.295,aj,300,487,163,65.5,149.5,45,279,70.5,31.5,205.5,153.5,0.0412994562558798,-0.005921256,0.8995908990384507,1.506287532412704,0.802124151,0.9223856982428934,0.008324903,0.5698698905361409,0.5917138902915138,724,80,8,39.659547740764054,40.46766098491671,NY_30,24.133333333333333,2.6666666666666665
71,71,20295_8_20_set4_rep3_fruit6.jpg,20,20.295,aj,300,485,168,39.5,138.5,41,265,64.5,28.5,177.5,146.5,0.1150007402525573,-0.001694808,0.8710326987681729,1.5058953706437377,0.6579652149813313,0.8717384899042994,0.018215734,0.4826295049928749,0.5754750414848606,724,80,8,44.28007054735772,42.92219359797785,NY_30,24.133333333333333,2.6666666666666665
72,72,20295_8_20_set4_rep3_fruit7.jpg,20,20.295,aj,300,487,162,52.5,137.5,39,258,59.5,29.5,185.5,139.5,0.1150743702358649,-0.044101798,0.8404732156083572,1.5123210295424176,0.6933259299346695,0.882951063,0.004258088,0.4862316307827902,0.5511847066916918,724,80,8,39.83001112393363,40.259949762585045,NY_30,24.133333333333333,2.6666666666666665
73,73,20295_8_20_set4_rep3_fruit8.jpg,20,20.295,aj,300,482,169,41.5,155.5,43,254,47.5,22.5,193.5,138.5,0.086912829,-0.043187667,0.862741152,1.520077191649292,0.7309329298479526,0.8924535744923295,0.0206642525483763,0.5240966866941101,0.5657976204670192,724,80,8,31.122581827676704,44.84942384474102,NY_30,24.133333333333333,2.6666666666666665
74,74,20295_8_20_set4_rep3_fruit9.jpg,20,20.295,aj,300,485,147,40.5,127.5,39,239,61.5,27.5,177.5,135.5,0.1536704284672173,-0.030117023,0.7835906513198294,1.5063919425648449,0.6035400624359823,0.8721546394135301,0.003871146,0.4617852670846451,0.5181637962755647,724,80,8,40.11242729486624,39.61264765385165,NY_30,24.133333333333333,2.6666666666666665
